"
                    Puntas de Nervio de Toro
                500 Gr.",9.99 €,https://www.petsonic.com/15881-cart_default/hobbit-alf-puntas-nervio-toro-para-perros.jpg
"
                    Tendón Extra 20cm para Perro
                1 Unidad.",1.59 €,https://www.petsonic.com/14052-cart_default/hobbit-alf-tendon-extra-20cm-para-perros.jpg
"
                    Tira de Tendón para Perro
                1 Unidad.",1.19 €,https://www.petsonic.com/14051-cart_default/hobbit-alf-tira-tendon-para-perros.jpg
"
                    Nervio de Toro 20cm para Perros
                7 Unidades.",13.99 €,https://www.petsonic.com/15883-cart_default/hobbit-alf-nervio-toro-20cm-para-perros.jpg
"
                    Nervio de Toro 15 cm para Perro
                10 Unidades.",11.99 €,https://www.petsonic.com/14045-cart_default/hobbit-alf-nervio-toro-15-cm-para-perros.jpg
"
                    Nervio de Toro 15 cm para Perro
                40 Unidades.",41.99 €,https://www.petsonic.com/14045-cart_default/hobbit-alf-nervio-toro-15-cm-para-perros.jpg
"
                    Nervio de Toro 60-70cm para Perro
                1 Unidad.",5.99 €,https://www.petsonic.com/15884-cart_default/hobbit-alf-nervio-toro-60-70cm-para-perros.jpg
"
                    Nervio de Toro 60-70cm para Perro
                Pack 10 unidades",44.99 €,https://www.petsonic.com/15884-cart_default/hobbit-alf-nervio-toro-60-70cm-para-perros.jpg
"
                    Estrellas Tiernas de Salmón y Queso para Perro
                1 Unidad.",1.49 €,https://www.petsonic.com/11078-cart_default/hobbit-alf-estrellas-tiernas-salmon-queso-para-perros.jpg
"
                    Estrellas Tiernas de Salmón y Queso para Perro
                16 Unidades",18.95 €,https://www.petsonic.com/11078-cart_default/hobbit-alf-estrellas-tiernas-salmon-queso-para-perros.jpg
"
                    Estrellas Tiernas de Avestruz para Perro
                1 Unidad.",1.49 €,https://www.petsonic.com/11080-cart_default/hobbit-alf-estrellas-tiernas-avestruz-para-perros.jpg
"
                    Estrellas Tiernas de Avestruz para Perro
                16 Unidades",18.95 €,https://www.petsonic.com/11080-cart_default/hobbit-alf-estrellas-tiernas-avestruz-para-perros.jpg
"
                    Estrellita Tiernas de Salmón para Perro
                1 Unidad.",1.49 €,https://www.petsonic.com/11079-cart_default/hobbit-alf-estrellita-tiernas-salmon-para-perros.jpg
"
                    Estrellita Tiernas de Salmón para Perro
                16 Unidades",18.95 €,https://www.petsonic.com/11079-cart_default/hobbit-alf-estrellita-tiernas-salmon-para-perros.jpg
"
                    Bocaditos Tiernos de Salmón para Perro
                1 Unidad.",1.49 €,https://www.petsonic.com/11081-cart_default/hobbit-alf-bocaditos-tiernos-salmon-para-perros.jpg
"
                    Bocaditos Tiernos de Salmón para Perro
                16 Unidades",18.95 €,https://www.petsonic.com/11081-cart_default/hobbit-alf-bocaditos-tiernos-salmon-para-perros.jpg
"
                    Estrellas Tiernas de Ganso para Perro
                1 Unidad.",1.49 €,https://www.petsonic.com/12040-cart_default/hobbit-alf-estrellas-tiernas-ganso-para-perros.jpg
"
                    Estrellas Tiernas de Ganso para Perro
                16 Unidades",13.90 €,https://www.petsonic.com/12040-cart_default/hobbit-alf-estrellas-tiernas-ganso-para-perros.jpg
"
                    Bocaditos Tiernos de Carne de Caza para Perros
                1 Unidad.",1.49 €,https://www.petsonic.com/12041-cart_default/hobbit-alf-bocaditos-tiernos-carne-caza-para-perros.jpg
"
                    Bocaditos Tiernos de Carne de Caza para Perros
                16 Unidades",18.95 €,https://www.petsonic.com/12041-cart_default/hobbit-alf-bocaditos-tiernos-carne-caza-para-perros.jpg
"
                    Snack Huesitos Tiernos para Perros
                Pollo",1.99 €,https://www.petsonic.com/13861-cart_default/hobbit-alf-snack-huesitos-tiernos-para-perros.jpghttps://www.petsonic.com/13862-cart_default/hobbit-alf-snack-huesitos-tiernos-para-perros.jpg
"
                    Snack Huesitos Tiernos para Perros
                Cordero",1.99 €,https://www.petsonic.com/13861-cart_default/hobbit-alf-snack-huesitos-tiernos-para-perros.jpghttps://www.petsonic.com/13862-cart_default/hobbit-alf-snack-huesitos-tiernos-para-perros.jpg
"
                    Mini Hueso Piel Fluor para Perros
                10 Unidades.",6.99 €,https://www.petsonic.com/14030-cart_default/hobbit-alf-mini-hueso-piel-fluor-para-perros.jpg
"
                    Hueso Calcio con Pollo para Perro
                100 Gr.",2.49 €,https://www.petsonic.com/14031-cart_default/hobbit-alf-hueso-calcio-pollo-para-perros.jpg
"
                    Filetes de pollo y Pato para Perro
                100 Gr.",2.99 €,https://www.petsonic.com/14032-cart_default/hobbit-alf-filetes-pollo-pato-para-perros.jpg
"
                    Stick Con Carne de pollo para Perro
                100 Gr.",2.99 €,https://www.petsonic.com/11059-cart_default/hobbit-alf-stick-carne-pollo-para-perros.jpg
"
                    Stick Talla XXL con Carne de Pollo para Perro
                130 gr",3.00 €,https://www.petsonic.com/11060-cart_default/hobbit-alf-stick-talla-xxl-carne-pollo-para-perros.jpg
"
                    Muslitos de Pollo y Calcio para Perro
                100 Gr.",2.49 €,https://www.petsonic.com/11056-cart_default/hobbit-alf-muslitos-pollo-calcio-para-perros.jpg
"
                    Huesitos Puppy con Pollo para Perro
                100 Gr.",2.49 €,https://www.petsonic.com/14034-cart_default/hobbit-alf-huesitos-puppy-pollo-para-perros.jpg
"
                    Galletas Puppy para Perro
                100 Gr.",0.99 €,https://www.petsonic.com/14110-cart_default/hobbit-alf-galletas-puppy-para-perros.jpg
"
                    Galletas Puppy para Perro
                200 Gr.",1.79 €,https://www.petsonic.com/14110-cart_default/hobbit-alf-galletas-puppy-para-perros.jpg
"
                    Galletas Puppy para Perro
                430 gr",2.99 €,https://www.petsonic.com/14110-cart_default/hobbit-alf-galletas-puppy-para-perros.jpg
"
                    Galleta Croqueta Queso y Pollo para Perro
                430 gr",2.99 €,https://www.petsonic.com/14114-cart_default/hobbit-alf-galleta-croqueta-queso-pollo-para-perros.jpg
"
                    Galletas Granja para Perro
                200 Gr.",1.79 €,https://www.petsonic.com/14111-cart_default/hobbit-alf-galletas-granja-para-perros.jpg
"
                    Galletas Granja para Perro
                430 gr",2.99 €,https://www.petsonic.com/14111-cart_default/hobbit-alf-galletas-granja-para-perros.jpg
"
                    Galletas Granja para Perro
                4 Kg.",17.99 €,https://www.petsonic.com/14111-cart_default/hobbit-alf-galletas-granja-para-perros.jpg
"
                    Galleta Happy Happer Mix para Perros
                5 Kg",20.99 €,https://www.petsonic.com/14116-cart_default/hobbit-alf-galleta-happy-happer-mix-para-perros.jpghttps://www.petsonic.com/14113-cart_default/hobbit-alf-galleta-happy-happer-mix-para-perros.jpg
"
                    Galletas Alfito de Carne para Perro
                430 gr",2.99 €,https://www.petsonic.com/14112-cart_default/hobbit-alf-galletas-alfito-carne-para-perros.jpg
"
                    Galletas Jumbo Mini Mix para Perro
                430 gr",2.99 €,https://www.petsonic.com/14115-cart_default/hobbit-alf-galletas-jumbo-mini-mix-para-perros.jpg
"
                    Aceite de Salmón para Perros
                0.250 L",6.99 €,https://www.petsonic.com/14225-cart_default/hobbit-alf-aceite-salmon-para-perros.jpg
"
                    Snack Pescaditos con Pollo para Perro
                100 Gr.",2.99 €,https://www.petsonic.com/11137-cart_default/hobbit-alf-snack-pescaditos-pollo-para-perros.jpg
"
                    Snack Anti-hairball para Gato
                75 Gr.",2.49 €,https://www.petsonic.com/11136-cart_default/hobbit-alf-snack-anti-hairball-para-gatos.jpg
"
                    Snack Diurético para Gatos
                75 Gr.",2.49 €,https://www.petsonic.com/11135-cart_default/hobbit-alf-snack-diuretico-para-gatos.jpg
"
                    Palitos Tiernos de Ternera para Perro
                13 Unidades.",2.99 €,https://www.petsonic.com/5863-cart_default/hobbit-alf-palitos-tiernos-ternera-para-perros.jpg
"
                    Fruit Mix para Perro
                1 Unidad.",1.79 €,https://www.petsonic.com/12039-cart_default/hobbit-alf-fruit-mix-para-perro.jpg
"
                    Fruit Mix para Perro
                16 Unidades",18.95 €,https://www.petsonic.com/12039-cart_default/hobbit-alf-fruit-mix-para-perro.jpg
"
                    Nervio de Cerdo Trenzado para Perro
                20 cm",1.99 €,https://www.petsonic.com/14033-cart_default/nervio-cerdo-trenzado-para-perro.jpg
